patient_id,split
P12407,train
P12408,test
P12409,train
P12410,test
P12411,train
P12412,validation
P12413,train
P12414,train
P12415,train
P12416,train
P12417,test
P12418,train
P12419,test
P12420,test
P12421,train
P12422,validation
P12423,train
P12424,train
P12425,train
P12426,train
P12427,train
P12428,test
P12429,test
P12430,train
P12431,train
P12432,train
P12433,train
P12434,train
P12435,test
P12436,train
P12437,train
P12438,test
P12439,train
P12440,train
P12441,train
P12442,train
P12443,train
P12444,train
P12445,train
P12446,train
P12447,train
P12448,train
P12449,train
P12450,validation
P12451,test
P12452,validation
P12453,train
P12454,train
P12455,train
P12456,train
P12457,train
P12458,train
P12459,train
P12460,train
P12461,train
P12462,train
P12463,train
P12464,train
P12465,train
P12466,test
P12467,train
P12468,test
P12469,train
P12470,train
P12471,validation
P12472,train
P12473,train
P12474,train
P12475,train
P12476,test
P12477,train
P12478,train
P12479,train
P12480,train
P12481,test
P12482,validation
P12483,train
P12484,train
P12485,train
P12486,train
P12487,train
P12488,train
P12489,train
P12490,train
P12491,train
P12492,test
P12493,train
P12494,train
P12495,train
P12496,train
P12497,train
P12498,train
P12499,train
P12500,train
P12501,train
P12502,train
P12503,train
P12504,test
P12505,train
P12506,train
P12507,train
P12508,train
P12509,train
P12510,test
P12511,train
P12512,train
P12513,train
P12514,train
P12515,train
P12516,train
P12517,train
P12518,train
P12519,train
P12520,train
P12521,train
P12522,train
P12523,train
P12524,train
P12525,train
P12526,train
P12527,train
P12528,train
P12529,test
P12530,train
P12531,train
P12532,train
P12533,train
P12534,train
P12535,train
P12536,test
P12537,train
P12538,train
P12539,train
P12540,validation
P12541,validation
P12542,train
P12543,train
P12544,test
P12545,validation
P12546,train
P12547,test
P12548,test
P12549,train
P12550,train
P12551,train
P12552,train
P12553,train
P12554,test
P12555,train
P12556,train
P12557,validation
P12558,train
P12559,train
P12560,train
P12561,train
P12562,train
P12563,train
P12564,train
P12565,train
P12566,train
P12567,train
P12568,train
P12569,test
P12570,train
P12571,train
P12572,train
P12573,train
P12574,train
P12575,train
P12576,train
P12577,train
P12578,train
P12579,train
P12580,test
P12581,train
P12582,train
P12583,train
P12584,test
P12585,train
P12586,train
P12587,train
P12588,train
P12589,train
P12590,train
P12591,test
P12592,train
P12593,train
P12594,train
P12595,train
P12596,train
P12597,test
P12598,validation
P12599,train
P12600,train
P12601,train
P12602,train
P12603,train
P12604,train
P12605,train
P12606,train
P12607,train
P12608,train
P12609,train
P12610,train
P12611,train
P12612,train
P12613,train
P12614,train
P12615,train
P12616,train
P12617,train
P12618,train
P12619,train
P12620,train
P12621,train
P12622,validation
P12623,train
P12624,train
P12625,train
P12626,validation
P12627,train
P12628,train
P12629,train
P12630,train
P12631,train
P12632,train
P12633,train
P12634,validation
P12635,test
P12636,test
P12637,train
P12638,train
P12639,validation
P12640,validation
P12641,train
P12642,train
P12643,train
P12644,train
P12645,train
P12646,train
P12647,train
P12648,test
P12649,train
P12650,train
P12651,train
P12652,train
P12653,train
P12654,train
P12655,train
P12656,train
P12657,train
P12658,train
P12659,train
P12660,train
P12661,train
P12662,validation
P12663,train
P12664,train
P12665,test
P12666,train
P12667,train
P12668,train
P12669,train
P12670,train
P12671,train
P12672,train
P12673,train
P12674,train
P12675,train
P12676,test
P12677,train
P12678,train
P12679,train
P12680,train
P12681,train
P12682,train
P12683,train
P12684,train
P12685,validation
P12686,train
P12687,train
P12688,train
P12689,test
P12690,train
P12691,train
P12692,train
P12693,train
P12694,train
P12695,train
P12696,train
P12697,test
P12698,validation
P12699,validation
P12700,validation
P12701,train
P12702,train
P12703,train
P12704,train
P12705,validation
P12706,train
P12707,train
P12708,train
P12709,train
P12710,test
P12711,train
P12712,train
P12713,train
P12714,train
P12715,train
P12716,test
P12717,validation
P12718,train
P12719,validation
P12720,train
P12721,train
P12722,train
P12723,train
P12724,validation
P12725,train
P12726,train
P12727,train
P12728,train
P12729,train
P12730,train
P12731,train
P12732,test
P12733,test
P12734,test
P12735,train
P12736,train
P12737,train
P12738,train
P12739,train
P12740,test
P12741,validation
P12742,train
P12743,train
P12744,train
P12745,train
P12746,train
P12747,train
P12748,train
P12749,train
P12750,train
P12751,train
P12752,train
P12753,train
P12754,train
P12755,train
P12756,train
P12757,train
P12758,train
P12759,train
P12760,train
P12761,test
P12762,train
P12763,train
P12764,test
P12765,train
P12766,train
P12767,train
P12768,train
P12769,train
P12770,validation
P12771,train
P12772,train
P12773,test
P12774,validation
P12775,train
P12776,train
P12777,train
P12778,validation
P12779,train
P12780,train
P12781,train
P12782,train
P12783,train
P12784,validation
P12785,train
P12786,train
P12787,validation
P12788,train
P12789,train
P12790,train
P12791,train
P12792,train
P12793,train
P12794,train
P12795,train
P12796,train
P12797,train
P12798,test
P12799,train
P12800,train
P12801,train
P12802,train
P12803,validation
P12804,validation
P12805,test
P12806,train
P12807,train
P12808,validation
P12809,train
P12810,test
P12811,validation
P12812,train
P12813,train
P12814,train
P12815,validation
P12816,train
P12817,train
P12818,train
P12819,test
P12820,train
P12821,test
P12822,test
P12823,train
P12824,train
P12825,train
P12826,train
P12827,train
P12828,train
P12829,train
P12830,train
P12831,test
P12832,train
P12833,train
P12834,train
P12835,train
P12836,validation
P12837,train
P12838,train
P12839,train
P12840,train
P12841,train
P12842,train
P12843,train
P12844,train
P12845,train
P12846,train
P12847,train
P12848,train
P12849,train
P12850,train
P12851,train
P12852,train
P12853,validation
P12854,train
P12855,train
P12856,train
P12857,train
P12858,train
P12859,train
P12860,train
P12861,test
P12862,train
P12863,train
P12864,train
P12865,train
P12866,test
P12867,train
P12868,train
P12869,validation
P12870,train
P12871,test
P12872,train
P12873,train
P12874,train
P12875,test
P12876,train
P12877,train
P12878,train
P12879,train
P12880,train
P12881,train
P12882,train
P12883,test
P12884,train
P12885,train
P12886,train
P12887,train
P12888,train
P12889,train
P12890,train
P12891,train
P12892,test
P12893,train
P12894,test
P12895,test
P12896,train
P12897,train
P12898,test
P12899,train
P12900,train
P12901,train
P12902,test
P12903,train
P12904,train
P12905,train
P12906,train
P12907,train
P12908,train
P12909,train
P12910,train
P12911,train
P12912,train
P12913,train
P12914,validation
P12915,train
P12916,train
P12917,train
P12918,train
P12919,train
P12920,validation
P12921,train
P12922,train
P12923,train
P12924,train
P12925,train
P12926,validation
P12927,train
P12928,train
P12929,train
P12930,train
P12931,train
P12932,train
P12933,train
P12934,train
P12935,test
P12936,test
P12937,train
P12938,train
P12939,train
P12940,train
P12941,train
P12942,train
P12943,train
P12944,train
P12945,train
P12946,test
P12947,test
P12948,train
P12949,train
P12950,train
P12951,train
P12952,train
P12953,train
P12954,train
P12955,train
P12956,train
P12957,test
P12958,train
P12959,train
P12960,train
P12961,train
P12962,train
P12963,train
P12964,train
P12965,train
P12966,validation
P12967,test
P12968,train
P12969,train
P12970,test
P12971,train
P12972,train
P12973,test
P12974,train
P12975,train
P12976,train
P12977,train
P12978,train
P12979,train
P12980,train
P12981,validation
P12982,train
P12983,train
P12984,validation
P12985,train
P12986,train
P12987,test
P12988,validation
P12989,train
P12990,train
P12991,train
P12992,train
P12993,train
P12994,train
P12995,train
P12996,train
P12997,train
P12998,train
P12999,train
P13000,train
P13001,train
P13002,train
P13003,test
P13004,test
P13005,train
P13006,train
P13007,train
P13008,train
P13009,train
P13010,train
P13011,train
P13012,test
P13013,train
P13014,train
P13015,train
P13016,train
P13017,train
P13018,train
P13019,train
P13020,train
P13021,train
P13022,train
P13023,train
P13024,train
P13025,train
P13026,train
P13027,train
P13028,train
P13029,train
P13030,validation
P13031,train
P13032,train
P13033,train
P13034,test
P13035,validation
P13036,train
P13037,train
P13038,validation
P13039,train
P13040,train
P13041,train
P13042,validation
P13043,train
P13044,train
P13045,train
P13046,test
P13047,train
P13048,train
P13049,train
P13050,train
P13051,train
P13052,train
P13053,train
P13054,test
P13055,validation
P13056,train
P13057,train
P13058,train
P13059,train
P13060,train
P13061,train
P13062,train
P13063,train
P13064,train
P13065,train
P13066,test
P13067,train
P13068,train
P13069,train
P13070,test
P13071,validation
P13072,train
P13073,train
P13074,validation
P13075,train
P13076,train
P13077,train
P13078,train
P13079,train
P13080,train
P13081,train
P13082,train
P13083,train
P13084,train
P13085,train
P13086,train
P13087,train
P13088,validation
P13089,train
P13090,test
P13091,train
P13092,train
P13093,train
P13094,test
P13095,train
P13096,train
P13097,train
P13098,train
P13099,train
P13100,train
P13101,train
P13102,train
P13103,train
P13104,train
P13105,train
P13106,train
P13107,train
P13108,train
P13109,train
P13110,train
P13111,train
P13112,train
P13113,train
P13114,train
P13115,train
P13116,train
P13117,test
P13118,train
P13119,train
P13120,train
P13121,train
P13122,test
P13123,train
P13124,train
P13125,train
P13126,train
P13127,train
P13128,train
P13129,train
P13130,train
P13131,test
P13132,test
P13133,train
P13134,validation
P13135,train
P13136,train
P13137,validation
P13138,train
P13139,test
P13140,test
P13141,train
P13142,train
P13143,train
P13144,train
P13145,test
P13146,train
P13147,test
P13148,train
P13149,validation
P13150,train
P13151,validation
P13152,train
P13153,train
P13154,train
P13155,train
P13156,train
P13157,train
P13158,train
P13159,train
P13160,train
P13161,train
P13162,train
P13163,train
P13164,train
P13165,train
P13166,train
P13167,train
P13168,train
P13169,train
P13170,train
P13171,train
P13172,validation
P13173,train
P13174,train
P13175,train
P13176,train
P13177,train
P13178,train
P13179,train
P13180,validation
P13181,test
P13182,train
P13183,test
P13184,train
P13185,train
P13186,train
P13187,train
P13188,validation
P13189,train
P13190,train
P13191,train
P13192,test
P13193,train
P13194,train
P13195,validation
P13196,train
P13197,train
P13198,train
P13199,train
P13200,train
P13201,train
P13202,test
P13203,train
P13204,train
P13205,train
P13206,validation
P13207,train
P13208,train
P13209,train
P13210,train
P13211,train
P13212,train
P13213,train
P13214,train
P13215,train
P13216,train
P13217,train
P13218,validation
P13219,train
P13220,train
P13221,train
P13222,test
P13223,train
P13224,test
P13225,train
P13226,validation
P13227,train
P13228,train
P13229,train
P13230,train
P13231,train
P13232,train
P13233,train
P13234,train
P13235,train
P13236,train
P13237,train
P13238,test
P13239,train
P13240,train
P13241,train
P13242,train
P13243,train
P13244,train
P13245,train
P13246,train
P13247,test
P13248,train
P13249,train
P13250,train
P13251,train
P13252,train
P13253,test
P13254,train
P13255,train
P13256,train
P13257,train
P13258,validation
P13259,train
P13260,validation
P13261,train
P13262,train
P13263,train
P13264,train
P13265,train
P13266,train
P13267,train
P13268,train
P13269,validation
P13270,test
P13271,test
P13272,train
P13273,train
P13274,validation
P13275,train
P13276,validation
P13277,train
P13278,train
P13279,train
P13280,train
P13281,test
P13282,test
P13283,train
P13284,train
P13285,train
P13286,validation
P13287,train
P13288,test
P13289,test
P13290,train
P13291,train
P13292,train
P13293,train
P13294,train
P13295,train
P13296,train
P13297,train
P13298,train
P13299,train
P13300,train
P13301,train
P13302,test
P13303,test
P13304,train
P13305,train
P13306,train
P13307,train
P13308,validation
P13309,train
P13310,test
P13311,train
P13312,train
P13313,train
P13314,test
P13315,train
P13316,train
P13317,train
P13318,train
P13319,train
P13320,train
P13321,train
P13322,train
P13323,train
P13324,train
P13325,validation
P13326,train
P13327,train
P13328,train
P13329,train
P13330,train
P13331,train
P13332,train
P13333,train
P13334,train
P13335,train
P13336,train
P13337,train
P13338,train
P13339,train
P13340,train
P13341,train
P13342,train
P13343,test
P13344,train
P13345,validation
P13346,train
P13347,train
P13348,train
P13349,train
P13350,train
P13351,train
P13352,train
P13353,train
P13354,train
P13355,test
P13356,train
P13357,train
P13358,train
P13359,train
P13360,train
P13361,validation
P13362,train
P13363,train
P13364,test
P13365,test
P13366,test
P13367,train
P13368,train
P13369,train
P13370,train
P13371,train
P13372,train
P13373,train
P13374,train
P13375,train
P13376,train
P13377,train
P13378,validation
P13379,train
P13380,train
P13381,train
P13382,train
P13383,train
P13384,train
P13385,test
P13386,train
P13387,train
P13388,train
P13389,train
P13390,train
P13391,test
P13392,train
P13393,train
P13394,train
P13395,validation
P13396,train
P13397,train
P13398,train
P13399,train
P13400,train
P13401,train
P13402,train
P13403,test
P13404,train
P13405,train
P13406,validation
P13407,validation
P13408,train
P13409,train
P13410,train
P13411,train
P13412,train
P13413,train
P13414,train
P13415,train
P13416,train
P13417,train
P13418,validation
P13419,train
P13420,train
P13421,test
P13422,validation
P13423,train
P13424,validation
P13425,train
P13426,train
P13427,test
P13428,train
P13429,train
P13430,train
P13431,test
P13432,train
P13433,train
P13434,train
P13435,train
P13436,train
P13437,validation
P13438,train
P13439,train
P13440,test
P13441,validation
P13442,train
P13443,train
P13444,test
P13445,train
P13446,train
P13447,validation
P13448,train
P13449,train
P13450,train
P13451,test
P13452,train
P13453,train
P13454,train
P13455,train
P13456,train
P13457,train
P13458,validation
P13459,train
P13460,validation
P13461,train
P13462,validation
P13463,train
P13464,train
P13465,train
P13466,train
P13467,train
P13468,train
P13469,test
P13470,train
P13471,train
P13472,train
P13473,train
P13474,train
P13475,train
P13476,train
P13477,train
P13478,train
P13479,train
P13480,validation
P13481,train
P13482,train
P13483,test
P13484,train
P13485,train
P13486,train
P13487,test
P13488,train
P13489,train
P13490,train
P13491,train
P13492,train
P13493,validation
P13494,train
P13495,train
P13496,test
P13497,train
P13498,train
P13499,validation
P13500,validation
P13501,train
P13502,train
P13503,train
P13504,train
P13505,test
P13506,train
P13507,train
P13508,train
P13509,train
P13510,train
P13511,train
P13512,train
P13513,validation
P13514,train
P13515,train
P13516,train
P13517,train
P13518,train
P13519,test
P13520,train
P13521,train
P13522,validation
P13523,train
P13524,train
P13525,train
P13526,train
P13527,train
P13528,train
P13529,train
P13530,validation
P13531,train
P13532,train
P13533,train
P13534,train
P13535,train
P13536,train
P13537,train
P13538,train
P13539,train
P13540,train
P13541,train
P13542,train
P13543,train
P13544,test
P13545,validation
P13546,train
P13547,train
P13548,train
P13549,train
P13550,train
P13551,train
P13552,test
P13553,train
P13554,train
P13555,train
P13556,train
P13557,train
P13558,train
P13559,train
P13560,train
P13561,train
P13562,validation
P13563,train
P13564,train
P13565,validation
P13566,train
P13567,validation
P13568,train
P13569,train
P13570,train
P13571,train
P13572,train
P13573,train
P13574,validation
P13575,train
P13576,train
P13577,train
P13578,train
P13579,train
P13580,train
P13581,train
P13582,train
P13583,train
P13584,train
P13585,train
P13586,train
P13587,test
P13588,train
P13589,validation
P13590,train
P13591,train
P13592,train
P13593,train
P13594,train
P13595,train
P13596,train
P13597,train
P13598,train
P13599,train
P13600,train
P13601,test
P13602,train
P13603,train
P13604,train
P13605,test
P13606,train
P13607,train
P13608,train
P13609,train
P13610,train
P13611,test
P13612,train
P13613,train
P13614,train
P13615,test
P13616,test
P13617,train
P13618,train
P13619,validation
P13620,train
P13621,test
P13622,train
P13623,train
P13624,train
P13625,train
P13626,train
P13627,test
P13628,train
P13629,train
P13630,train
P13631,train
P13632,train
P13633,train
P13634,train
P13635,train
P13636,train
P13637,train
P13638,train
P13639,validation
P13640,test
P13641,train
P13642,train
P13643,train
P13644,validation
P13645,train
P13646,train
P13647,train
P13648,train
P13649,train
P13650,train
P13651,train
P13652,train
P13653,train
P13654,train
P13655,test
P13656,train
P13657,train
P13658,validation
P13659,train
P13660,train
P13661,train
P13662,train
P13663,train
P13664,test
P13665,train
P13666,train
P13667,validation
P13668,train
P13669,train
P13670,train
P13671,train
P13672,validation
P13673,train
P13674,train
P13675,train
P13676,train
P13677,test
P13678,train
P13679,validation
P13680,train
P13681,train
P13682,train
P13683,train
P13684,train
P13685,train
P13686,train
P13687,validation
P13688,train
P13689,train
P13690,test
P13691,train
P13692,train
P13693,train
P13694,validation
P13695,train
P13696,validation
P13697,train
P13698,validation
P13699,train
P13700,train
P13701,validation
P13702,train
P13703,train
P13704,train
P13705,train
P13706,train
P13707,train
P13708,train
P13709,train
P13710,train
P13711,train
P13712,train
P13713,train
P13714,train
P13715,train
P13716,train
P13717,test
P13718,train
P13719,train
P13720,train
P13721,train
P13722,train
P13723,train
P13724,train
P13725,train
P13726,train
P13727,train
P13728,train
P13729,train
P13730,train
P13731,train
P13732,train
P13733,train
P13734,test
P13735,train
P13736,train
P13737,train
P13738,test
P13739,train
P13740,train
P13741,train
P13742,validation
P13743,train
P13744,validation
P13745,train
P13746,train
P13747,train
P13748,test
P13749,validation
P13750,train
P13751,validation
P13752,test
P13753,train
P13754,train
P13755,train
P13756,validation
P13757,train
P13758,train
P13759,train
P13760,train
P13761,test
P13762,train
P13763,train
P13764,train
P13765,test
P13766,test
P13767,validation
P13768,train
P13769,train
P13770,test
P13771,train
P13772,train
P13773,train
P13774,train
P13775,test
P13776,train
P13777,train
P13778,train
P13779,train
P13780,train
P13781,train
P13782,validation
P13783,validation
P13784,train
P13785,train
P13786,test
P13787,train
P13788,train
P13789,train
P13790,train
P13791,validation
P13792,train
P13793,train
P13794,train
P13795,test
P13796,validation
P13797,train
P13798,train
P13799,validation
P13800,validation
P13801,train
P13802,train
P13803,train
P13804,train
P13805,test
P13806,train
P13807,train
P13808,validation
P13809,train
P13810,train
P13811,train
P13812,test
P13813,validation
P13814,train
P13815,train
P13816,train
P13817,train
P13818,train
P13819,train
P13820,train
P13821,test
P13822,train
P13823,train
P13824,validation
P13825,train
P13826,train
P13827,train
P13828,train
P13829,train
P13830,validation
P13831,validation
P13832,train
P13833,validation
P13834,test
P13835,train
P13836,train
P13837,train
P13838,train
P13839,validation
P13840,validation
P13841,validation
P13842,test
P13843,train
P13844,test
P13845,train
P13846,train
P13847,test
P13848,train
P13849,train
P13850,train
P13851,test
P13852,validation
P13853,train
P13854,train
P13855,train
P13856,train
P13857,train
P13858,train
P13859,train
P13860,train
P13861,train
P13862,validation
P13863,train
P13864,train
P13865,train
P13866,train
P13867,train
P13868,train
P13869,train
P13870,train
P13871,train
P13872,train
P13873,test
P13874,train
P13875,train
P13876,train
P13877,train
P13878,train
P13879,train
P13880,train
P13881,train
P13882,train
P13883,train
P13884,train
P13885,train
P13886,train
P13887,train
P13888,train
P13889,train
P13890,train
P13891,train
P13892,train
P13893,train
P13894,train
P13895,train
P13896,train
P13897,train
P13898,train
P13899,validation
P13900,train
P13901,train
P13902,train
P13903,train
P13904,train
P13905,train
P13906,test
P13907,train
P13908,train
P13909,train
P13910,train
P13911,validation
P13912,train
P13913,train
P13914,validation
P13915,validation
P13916,train
P13917,train
P13918,train
P13919,train
P13920,train
P13921,train
P13922,train
P13923,train
P13924,train
P13925,train
P13926,train
P13927,test
P13928,train
P13929,test
P13930,train
P13931,train
P13932,train
P13933,train
P13934,train
P13935,train
P13936,train
P13937,test
P13938,train
P13939,train
P13940,train
P13941,train
P13942,test
P13943,train
P13944,train
P13945,train
P13946,test
P13947,train
P13948,test
P13949,validation
P13950,train
P13951,validation
P13952,train
P13953,train
P13954,train
P13955,train
P13956,train
P13957,train
P13958,train
P13959,train
P13960,train
P13961,train
P13962,train
P13963,train
P13964,train
P13965,train
P13966,train
P13967,train
P13968,validation
P13969,train
P13970,train
P13971,train
P13972,train
P13973,train
P13974,train
P13975,train
P13976,train
P13977,train
P13978,train
P13979,test
P13980,train
P13981,train
P13982,train
P13983,validation
P13984,train
P13985,train
P13986,train
P13987,train
P13988,train
P13989,train
P13990,train
P13991,train
P13992,train
P13993,train
P13994,validation
P13995,train
P13996,train
P13997,train
P13998,train
P13999,validation
P14000,test
P14001,train
P14002,train
P14003,test
P14004,train
P14005,test
P14006,test
P14007,train
P14008,train
P14009,train
P14010,train
P14011,train
P14012,train
P14013,train
P14014,train
P14015,train
P14016,train
P14017,train
P14018,train
P14019,train
P14020,train
P14021,train
P14022,train
P14023,train
P14024,train
P14025,test
P14026,train
P14027,train
P14028,train
P14029,train
P14030,test
P14031,train
P14032,train
P14033,train
P14034,train
P14035,train
P14036,train
P14037,train
P14038,train
P14039,train
P14040,train
P14041,train
P14042,train
P14043,train
P14044,train
P14045,train
P14046,validation
P14047,train
P14048,train
P14049,test
P14050,test
P14051,train
P14052,test
P14053,train
P14054,test
P14055,train
P14056,train
P14057,train
P14058,train
P14059,test
P14060,test
P14061,validation
P14062,train
P14063,train
P14064,validation
P14065,test
P14066,train
P14067,train
P14068,train
P14069,train
P14070,train
P14071,train
P14072,test
P14073,train
P14074,train
P14075,test
P14076,train
P14077,test
P14078,train
P14079,train
P14080,validation
P14081,train
P14082,train
P14083,train
P14084,train
P14085,train
P14086,train
P14087,train
P14088,test
P14089,train
P14090,test
P14091,train
P14092,train
P14093,validation
P14094,train
P14095,train
P14096,train
P14097,train
P14098,train
P14099,train
P14100,validation
P14101,train
P14102,test
P14103,train
P14104,train
P14105,test
P14106,train
P14107,train
P14108,train
P14109,train
P14110,test
P14111,train
P14112,test
P14113,train
P14114,train
P14115,train
P14116,train
P14117,train
P14118,train
P14119,train
P14120,train
P14121,train
P14122,train
P14123,test
P14124,train
P14125,train
P14126,train
P14127,train
P14128,train
P14129,train
P14130,train
P14131,train
P14132,test
P14133,train
P14134,train
P14135,train
P14136,validation
P14137,train
P14138,test
P14139,train
P14140,train
P14141,train
P14142,train
P14143,train
P14144,train
P14145,validation
P14146,train
P14147,test
P14148,validation
P14149,train
P14150,train
P14151,train
P14152,train
P14153,train
P14154,train
P14155,train
P14156,train
P14157,test
P14158,train
P14159,train
P14160,train
P14161,train
P14162,train
P14163,train
P14164,train
P14165,train
P14166,train
P14167,train
P14168,train
P14169,train
P14170,train
P14171,train
P14172,validation
P14173,train
P14174,train
P14175,train
P14176,train
P14177,train
P14178,train
P14179,train
P14180,train
P14181,train
P14182,train
P14183,train
P14184,train
P14185,train
P14186,test
P14187,test
P14188,train
P14189,train
P14190,train
P14191,train
P14192,test
P14193,test
P14194,train
P14195,train
P14196,train
P14197,train
P14198,train
P14199,train
P14200,validation
P14201,train
P14202,train
P14203,test
P14204,validation
P14205,train
P14206,test
P14207,train
P14208,train
P14209,train
P14210,train
P14211,train
P14212,validation
P14213,train
P14214,train
P14215,train
P14216,train
P14217,train
P14218,train
P14219,train
P14220,train
P14221,train
P14222,train
P14223,train
P14224,train
P14225,train
P14226,train
P14227,train
P14228,train
P14229,train
P14230,validation
P14231,train
P14232,train
P14233,test
P14234,train
P14235,train
P14236,train
P14237,train
P14238,train
P14239,validation
P14240,train
P14241,train
P14242,train
P14243,test
P14244,train
P14245,test
P14246,validation
P14247,test
P14248,train
P14249,train
P14250,train
P14251,test
P14252,train
P14253,train
P14254,test
P14255,validation
P14256,train
P14257,train
P14258,train
P14259,train
P14260,train
P14261,train
P14262,train
P14263,train
P14264,train
P14265,train
P14266,train
P14267,test
P14268,train
P14269,train
P14270,train
P14271,train
P14272,test
P14273,train
P14274,train
P14275,train
P14276,test
P14277,train
P14278,train
P14279,train
P14280,train
P14281,train
P14282,train
P14283,test
P14284,train
P14285,validation
P14286,validation
P14287,train
P14288,validation
P14289,test
P14290,train
P14291,train
P14292,train
P14293,train
P14294,train
P14295,train
P14296,train
P14297,train
P14298,train
P14299,validation
P14300,train
P14301,train
P14302,test
P14303,validation
P14304,train
P14305,train
P14306,train
P14307,train
P14308,train
P14309,train
P14310,train
P14311,train
P14312,train
P14313,train
P14314,train
P14315,test
P14316,train
P14317,train
P14318,train
P14319,test
P14320,train
P14321,train
P14322,train
P14323,train
P14324,train
P14325,train
P14326,train
P14327,train
P14328,train
P14329,train
P14330,train
P14331,train
P14332,train
P14333,validation
P14334,train
P14335,train
P14336,train
P14337,train
P14338,train
P14339,train
P14340,test
P14341,train
P14342,test
P14343,train
P14344,test
P14345,train
P14346,train
P14347,train
P14348,train
P14349,train
P14350,test
P14351,train
P14352,train
P14353,train
P14354,train
P14355,train
P14356,train
P14357,train
P14358,train
P14359,test
P14360,validation
P14361,test
P14362,train
P14363,train
P14364,train
P14365,train
P14366,train
P14367,validation
P14368,validation
P14369,train
P14370,train
P14371,train
P14372,train
P14373,validation
P14374,train
P14375,train
P14376,train
P14377,train
P14378,train
P14379,train
P14380,train
P14381,train
P14382,test
P14383,train
P14384,train
P14385,train
P14386,train
P14387,train
P14388,train
P14389,validation
P14390,train
P14391,train
P14392,test
P14393,train
P14394,train
P14395,train
P14396,train
P14397,train
P14398,train
P14399,train
P14400,train
P14401,train
P14402,train
P14403,train
P14404,train
P14405,test
P14406,validation
P14407,train
P14408,train
P14409,train
P14410,train
P14411,train
P14412,train
P14413,train
P14414,train
P14415,train
P14416,validation
P14417,train
P14418,validation
P14419,train
P14420,test
P14421,train
P14422,validation
P14423,train
P14424,train
P14425,train
P14426,test
P14427,train
P14428,train
P14429,train
P14430,train
P14431,train
P14432,train
P14433,test
P14434,train
P14435,train
P14436,train
P14437,test
P14438,train
P14439,train
P14440,train
P14441,test
P14442,train
P14443,validation
P14444,validation
P14445,train
P14446,train
P14447,train
P14448,train
P14449,train
P14450,train
P14451,train
P14452,train
P14453,train
P14454,train
P14455,train
P14456,train
P14457,train
P14458,train
P14459,train
P14460,train
P14461,validation
P14462,train
P14463,train
P14464,train
P14465,train
P14466,validation
P14467,train
P14468,train
P14469,train
P14470,train
P14471,validation
P14472,train
P14473,train
P14474,train
P14475,test
P14476,validation
P14477,train
P14478,train
P14479,test
P14480,validation
P14481,train
P14482,train
P14483,train
P14484,validation
P14485,train
P14486,train
P14487,train
P14488,validation
P14489,train
P14490,train
P14491,train
P14492,train
P14493,train
P14494,train
P14495,train
P14496,train
P14497,test
P14498,train
P14499,train
P14500,train
P14501,train
P14502,train
P14503,train
P14504,train
P14505,train
P14506,validation
P14507,train
P14508,validation
P14509,train
P14510,train
P14511,train
P14512,train
P14513,train
P14514,test
P14515,train
P14516,train
P14517,train
P14518,train
P14519,test
P14520,train
P14521,train
P14522,train
P14523,train
P14524,train
P14525,train
P14526,validation
P14527,train
P14528,train
P14529,train
P14530,validation
P14531,test
P14532,test
P14533,train
P14534,train
P14535,train
P14536,train
P14537,train
P14538,validation
P14539,train
P14540,train
P14541,train
P14542,train
P14543,train
P14544,train
P14545,validation
P14546,train
P14547,test
P14548,train
P14549,train
P14550,train
P14551,test
P14552,test
P14553,train
P14554,train
P14555,train
P14556,train
P14557,train
P14558,train
P14559,train
P14560,train
P14561,train
P14562,train
P14563,validation
P14564,train
P14565,train
P14566,train
P14567,train
P14568,test
P14569,train
P14570,train
P14571,train
P14572,test
P14573,train
P14574,train
P14575,test
P14576,validation
P14577,train
P14578,train
P14579,train
P14580,train
P14581,train
P14582,train
P14583,train
P14584,train
P14585,train
P14586,train
P14587,train
P14588,train
P14589,train
P14590,validation
P14591,train
P14592,train
P14593,test
P14594,test
P14595,train
P14596,train
P14597,train
P14598,train
P14599,train
P14600,validation
P14601,train
P14602,train
P14603,train
P14604,train
P14605,test
P14606,train
P14607,train
P14608,test
P14609,test
P14610,test
P14611,train
P14612,train
P14613,train
P14614,train
P14615,train
P14616,train
P14617,train
P14618,train
P14619,train
P14620,train
P14621,train
P14622,train
P14623,validation
P14624,validation
P14625,train
P14626,train
P14627,train
P14628,validation
P14629,test
P14630,train
P14631,test
P14632,train
P14633,train
P14634,train
P14635,validation
P14636,train
P14637,train
P14638,train
P14639,validation
P14640,train
P14641,train
P14642,test
P14643,test
P14644,validation
P14645,train
P14646,train
P14647,train
P14648,train
P14649,train
P14650,train
P14651,validation
P14652,train
P14653,train
P14654,train
P14655,train
P14656,train
P14657,validation
P14658,train
P14659,test
P14660,train
P14661,test
P14662,train
P14663,train
P14664,test
P14665,train
P14666,train
P14667,train
P14668,train
P14669,train
P14670,train
P14671,validation
P14672,train
P14673,train
P14674,train
P14675,train
P14676,train
P14677,train
P14678,train
P14679,train
P14680,test
P14681,train
P14682,validation
P14683,train
P14684,train
P14685,train
P14686,validation
P14687,train
P14688,train
P14689,test
P14690,train
P14691,train
P14692,train
P14693,train
P14694,train
P14695,train
P14696,train
P14697,train
P14698,train
P14699,train
P14700,train
P14701,train
P14702,train
P14703,train
