drug_id,drug_name,disease_id,generic_name,disease,drug_class,active_ingredient,description,side_effects,contraindications,warnings,major_interactions,source,language
colchicine,Colchicine,arthritis,ಕಾಲ್ಚಿಸಿನ್,ಸಂಧಿವಾತ,ಗೌಟ್ ವಿರೋಧಿ / ಉರಿಯೂತ ನಿವಾರಕ,ಕಾಲ್ಚಿಸಿನ್,"ಕೊಲ್ಚಿಸಿನ್ (ಬ್ರಾಂಡ್ ಹೆಸರು ಕೊಲ್ಕ್ರಿಸ್) ಕೆಲವು ಬಿಳಿ ರಕ್ತ ಕಣಗಳು ಕೀಲುಗಳಲ್ಲಿ ಸ್ಫಟಿಕ ರಚನೆಯ ಸ್ಥಳಕ್ಕೆ ನುಗ್ಗುವುದನ್ನು ನಿಲ್ಲಿಸುವ ಮೂಲಕ ಗೌಟ್ ದಾಳಿಯ ತೀವ್ರವಾದ ಉರಿಯೂತವನ್ನು ಶಾಂತಗೊಳಿಸುತ್ತದೆ. ಅಪರೂಪದ ಆನುವಂಶಿಕ ಜ್ವರ ಸ್ಥಿತಿಗೆ, ಮತ್ತು ಕೆಲವೊಮ್ಮೆ ಹೃದಯದ ಸುತ್ತ ಉರಿಯೂತಕ್ಕೆ ಚಿಕಿತ್ಸೆ ನೀಡಲು ಮತ್ತು ಗೌಟ್ ದಾಳಿಯನ್ನು ತಡೆಗಟ್ಟಲು ಬಳಸಲಾಗುತ್ತದೆ. (ಮೂಲ: FDA ಲೇಬಲ್; ಡ್ರಗ್‌ಬ್ಯಾಂಕ್)","ಅತಿಸಾರವು ಸಾಮಾನ್ಯವಾಗಿದೆ ಮತ್ತು ಡೋಸ್ ಅನ್ನು ಕಡಿಮೆ ಮಾಡುವ ಸಂಕೇತವಾಗಿದೆ. ಜೊತೆಗೆ ವಾಕರಿಕೆ, ವಾಂತಿ, ಹೊಟ್ಟೆ ನೋವು. ಸ್ನಾಯುವಿನ ಹಾನಿಯನ್ನು ಉಂಟುಮಾಡಬಹುದು (ವಿಶೇಷವಾಗಿ ಕೆಲವು ಕೊಲೆಸ್ಟರಾಲ್ ಔಷಧಿಗಳು ಅಥವಾ ಸೈಕ್ಲೋಸ್ಪೊರಿನ್ ಜೊತೆ ಸಂಯೋಜಿಸಲಾಗಿದೆ). ಮೂಳೆ ಮಜ್ಜೆಯನ್ನು ನಿಗ್ರಹಿಸಬಹುದು, ಮಿತಿಮೀರಿದ ಸೇವನೆಯಿಂದ ಅಥವಾ ಮೂತ್ರಪಿಂಡದ ಸಮಸ್ಯೆಗಳೊಂದಿಗೆ ಕಡಿಮೆ ರಕ್ತ ಕಣಗಳ ಸಂಖ್ಯೆಯನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ. ದೀರ್ಘಾವಧಿಯ ಬಳಕೆಯು ಕೂದಲು ತೆಳುವಾಗಲು ಕಾರಣವಾಗಬಹುದು. (ಮೂಲ: FDA ಡೈಲಿಮೆಡ್; SIDER)",ನೀವು ಮೂತ್ರಪಿಂಡ ಅಥವಾ ಯಕೃತ್ತಿನ ಸಮಸ್ಯೆಗಳನ್ನು ಹೊಂದಿದ್ದರೆ ಕೆಲವು ಬಲವಾದ ಪ್ರತಿಜೀವಕಗಳು ಅಥವಾ ಆಂಟಿಫಂಗಲ್ಗಳೊಂದಿಗೆ (ಸೈಕ್ಲೋಸ್ಪೊರಿನ್ ಅಥವಾ ಕ್ಲಾರಿಥ್ರೊಮೈಸಿನ್ ನಂತಹ) ಸಂಯೋಜಿಸಬೇಡಿ - ಈ ಸಂಯೋಜನೆಯು ಮಾರಕವಾಗಬಹುದು. ಕೊಲ್ಚಿಸಿನ್ಗೆ ಅಲರ್ಜಿ ಇದ್ದರೆ ತಪ್ಪಿಸಿ. (ಮೂಲ: FDA ಲೇಬಲ್),"ಹೆಚ್ಚು ತೆಗೆದುಕೊಳ್ಳುವುದು ಅಥವಾ ಕೆಲವು ಇತರ ಔಷಧಿಗಳೊಂದಿಗೆ ಸಂಯೋಜಿಸುವುದು ಮಾರಕವಾಗಬಹುದು. ಇದು ಮೂಳೆ ಮಜ್ಜೆಯನ್ನು ತೀವ್ರವಾಗಿ ನಿಗ್ರಹಿಸುತ್ತದೆ, ಅಪಾಯಕಾರಿಯಾಗಿ ಕಡಿಮೆ ರಕ್ತ ಕಣಗಳ ಸಂಖ್ಯೆಯನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ. ಇದು ಸ್ನಾಯುಗಳನ್ನು ಹಾನಿಗೊಳಿಸುತ್ತದೆ (ನೋವು, ದೌರ್ಬಲ್ಯ ಅಥವಾ ಸ್ನಾಯುವಿನ ಸ್ಥಗಿತವನ್ನು ಉಂಟುಮಾಡುತ್ತದೆ), ವಿಶೇಷವಾಗಿ ಮೂತ್ರಪಿಂಡದ ಸಮಸ್ಯೆಗಳಿರುವ ಜನರಲ್ಲಿ ಅಥವಾ ಸ್ಟ್ಯಾಟಿನ್ಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುವವರಲ್ಲಿ - ಸ್ನಾಯು-ಸಂಬಂಧಿತ ರಕ್ತ ಪರೀಕ್ಷೆಗಳನ್ನು ಪರಿಶೀಲಿಸಬಹುದು. (ಮೂಲ: ಎಫ್ಡಿಎ ಡೈಲಿಮೆಡ್)","ಕೆಲವು ಪ್ರಬಲವಾದ ಪ್ರತಿಜೀವಕಗಳು ಮತ್ತು ಆಂಟಿಫಂಗಲ್‌ಗಳು (ಕ್ಲಾರಿಥ್ರೊಮೈಸಿನ್, ಕೆಟೋಕೊನಜೋಲ್) ಮತ್ತು HIV ಔಷಧಿ ರಿಟೊನಾವಿರ್ ಕೊಲ್ಚಿಸಿನ್ ಮಟ್ಟವನ್ನು ನಾಟಕೀಯವಾಗಿ ಹೆಚ್ಚಿಸುತ್ತವೆ, ಇದು ಮಾರಕವಾಗಬಹುದು - ಡೋಸ್ ಅನ್ನು ಸಾಮಾನ್ಯವಾಗಿ ಕಡಿಮೆಗೊಳಿಸಲಾಗುತ್ತದೆ ಅಥವಾ ಸಂಯೋಜನೆಯನ್ನು ತಪ್ಪಿಸಲಾಗುತ್ತದೆ. ಸೈಕ್ಲೋಸ್ಪೊರಿನ್ ಮತ್ತು ರಾನೊಲಾಜಿನ್ ಸಹ ಕೊಲ್ಚಿಸಿನ್ ಮಟ್ಟವನ್ನು ಹೆಚ್ಚಿಸುತ್ತವೆ. ಸ್ಟ್ಯಾಟಿನ್ ಎಂದು ಕರೆಯಲ್ಪಡುವ ಕೊಲೆಸ್ಟರಾಲ್ ಔಷಧಿಗಳು ಸ್ನಾಯುವಿನ ಹಾನಿಯ ಅಪಾಯವನ್ನು ಹೆಚ್ಚಿಸುತ್ತವೆ. ಇದು ಡಿಗೋಕ್ಸಿನ್ ಮಟ್ಟವನ್ನು ಹೆಚ್ಚಿಸಬಹುದು. (ಮೂಲ: FDA ಲೇಬಲ್; RxNav)",FDA DailyMed; DrugBank DB01394 — ಕನ್ನಡ,kn
metformin,Metformin,type_2_diabetes,ಮೆಟ್‌ಫಾರ್ಮಿನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ಬಿಗ್ವಾನೈಡ್,ಮೆಟ್‌ಫಾರ್ಮಿನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಈ ಮರ್ದ್ ಕರಲ್‌ಡ್ ಜಾಸ್ತಿ ಸಕ್ಕರೆ ಮಲ್ಪುನ ಕೆಲಸನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಮೈ ಇನ್ಸುಲಿನ್‌ನ್ ಚೆನ್ನ ಉಪಯೋಗ ಮಲ್ಪೆರೆ ಸಹಾಯ ಮಲ್ಪುಂಡು. ಒರೊಮ್ಮೆ ದೆತೊನ್ನಗ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಹಠಾತ್ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನ ಅಪಾಯ ಕಮ್ಮಿ ಉಂಡು.,"ಬಂಜಿ ಬೇನೆ, ಬಂಜಿ ಉರಿ, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಅಜೀರ್ಣ, ತರೆ ಬೇನೆ, ಬಾಯಿಡ್ ಲೋಹದ ರುಚಿ. ದೀರ್ಘಕಾಲ ದೆತೊಂಡ್ರೆ ವಿಟಮಿನ್ B12 ಕಮ್ಮಿ ಆಪೆರೆ ಸಾದ್ಯ ಉಂಡು.",ಕಿಡ್ನಿ ತೊಂದರೆ ಉಪ್ಪುನಕ್ಲೆಗ್ (eGFR 30ಡ್ತ್ ಕಮ್ಮಿ) ಬೊಕ್ಕ ಈ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ ಉಪ್ಪುನಕ್ಲೆಗ್ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ. ಸ್ಕ್ಯಾನ್ ಮಲ್ಪುನ ದುಂಬು ಉಂತಾವೊಡು.,"ಕಿಡ್ನಿ, ಕರಲ್ ತೊಂದರೆ ಉಪ್ಪುನಕ್ಲೆಗ್ ಬೊಕ್ಕ ಸಾರಾಯಿ ಪರ್ಪುನಕ್ಲೆಗ್ ಅಪಾಯ ಜಾಸ್ತಿ. ಶಸ್ತ್ರಚಿಕಿತ್ಸೆ ಅತ್ತಂಡ ಸ್ಕ್ಯಾನ್‌ಗ್ ದುಂಬು ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ.","Certain seizure/glaucoma medicines (topiramate, acetazolamide) raise the risk of lactic acidosis. Alcohol also raises this risk. Contrast dye used in scans requires pausing metformin for about 48 hours before and after. Cimetidine (an acid-reflux medicine) can raise metformin levels in your blood. (Source: RxNav/DrugBank DDI)",FDA DailyMed; DrugBank DB00331 — ತುಳು,tulu
glipizide,Glipizide,type_2_diabetes,ಗ್ಲಿಪಿಝೈಡ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ಸಲ್ಫೋನಿಲ್ಯುರಿಯಾ (2ನೇ ತಲೆಮಾರು),ಗ್ಲಿಪಿಝೈಡ್,ಈ ಮರ್ದ್ ಮೈಡ್ ಇನ್ಸುಲಿನ್ ಜಾಸ್ತಿ ಬರ್ಪುನಂಚೆ ಮಲ್ತ್‌ದ್ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ತೆನಸ್ ಬೊಕ್ಕ ವ್ಯಾಯಾಮದ ಒಟ್ಟುಗು ಉಂದೆನ್ ದೆತೊನುವೆರ್.,"ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನು, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಬಂಜಿ ಉರಿ, ತಲೆ ತಿರ್ಗುನು, ತರೆ ಬೇನೆ, ಮೈ ಮೇಲ್ ಕೆಂಪು ದದ್ದು, ತೂಕ ಜಾಸ್ತಿ ಆಪುನು.","ಟೈಪ್ 1 ಮಧುಮೇಹ, ಸಲ್ಫಾ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ, ತೀವ್ರ ಕಿಡ್ನಿ ಅತ್ತಂಡ ಕರಲ್ ತೊಂದರೆ ಉಂಡೆರ್ಡ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ. ಬಂಜಿನಕ್ಲೆಗ್ ದೆತೊನರೆ ಬಲ್ಲಿ.","ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನ ಅಪಾಯ ಉಂಡು — ಪ್ರಾಯದಕ್ಲೆಗ್ ಬೊಕ್ಕ ಸಾರಾಯಿ ಪರ್ಪಿನಕ್ಲೆಗ್ ಜಾಸ್ತಿ. ತಟ್ಟನೆ ಮರ್ದ್ ನಿಲ್ಪಾವಡೇ, ಡಾಕ್ಟರ್‌ನ್ ಕೇನ್ದ್ ಮಾತ್ರ ದೆತೊನ್ಲೆ.","Antifungal medicines fluconazole and miconazole can push your blood sugar too low. So can NSAID painkillers, warfarin, and aspirin-type medicines. Beta-blockers (heart/BP medicines) can hide the warning signs of low blood sugar. Rifampin (an antibiotic) can make glipizide work less well. (Source: RxNav/DrugBank DDI)",FDA DailyMed; DrugBank DB01067 — ತುಳು,tulu
glimepiride,Glimepiride,type_2_diabetes,ಗ್ಲಿಮೆಪಿರೈಡ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ಸಲ್ಫೋನಿಲ್ಯುರಿಯಾ (3ನೇ ತಲೆಮಾರು),ಗ್ಲಿಮೆಪಿರೈಡ್,ಈ ಮರ್ದ್ ಮೈಡ್ ಇನ್ಸುಲಿನ್ ಜಾಸ್ತಿ ತಯಾರ್ ಆಪುನಂಚೆ ಮಲ್ತ್‌ದ್ ಸಕ್ಕರೆ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು. ಒರೊಮ್ಮೆ ಅತ್ತಂಡ ಮೆಟ್‌ಫಾರ್ಮಿನ್ ಒಟ್ಟುಗು ದೆತೊನುವೆರ್.,"ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಕಮ್ಮಿ ಆಪುನು, ತಲೆ ತಿರ್ಗುನು, ತರೆ ಬೇನೆ, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಶಕ್ತಿ ಕುಂದುನು, ತೂಕ ಜಾಸ್ತಿ ಆಪುನು.","ಟೈಪ್ 1 ಮಧುಮೇಹ, ಸಲ್ಫಾ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ, ತೀವ್ರ ಕಿಡ್ನಿ ಅತ್ತಂಡ ಕರಲ್ ತೊಂದರೆ ಉಂಡೆರ್ಡ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ.",ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನ ಅಪಾಯ ಉಂಡು — ಪ್ರಾಯದಕ್ಲೆಗ್ ಜಾಸ್ತಿ. ತೊಂದರೆ ತೋಜಿದ್ ಬತ್ತೆರ್ಡ ಬೇಗ್ ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ.,"Certain antifungal and cholesterol medicines (fluconazole, gemfibrozil) can raise glimepiride levels significantly. Blood-pressure medicines (ACE inhibitors) and aspirin-type medicines can push blood sugar lower. Steroids and water pills (thiazides) work against it, raising blood sugar. (Source: DrugBank; RxNav)",FDA DailyMed; DrugBank DB00222 — ತುಳು,tulu
sitagliptin,Sitagliptin,type_2_diabetes,ಸಿಟಾಗ್ಲಿಪ್ಟಿನ್ ಫಾಸ್ಫೇಟ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,DPP-4 ಇನ್ಹಿಬಿಟರ್,ಸಿಟಾಗ್ಲಿಪ್ಟಿನ್ ಫಾಸ್ಫೇಟ್,ಈ ಮರ್ದ್ ಮೈಡ್ ಇನ್ಸುಲಿನ್ ಪ್ರಮಾಣೊನ್ ಸರಿ ಮಲ್ತ್‌ದ್ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶನ್ ಕಂಟ್ರೋಲ್ ಮಲ್ಪುಂಡು. ಸಕ್ಕರೆ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನ ಅಪಾಯ ಉಂದೆಟ್ ಕಮ್ಮಿ.,"ಮೂಂಕು ಕಟ್ಟುನು, ಗಂಟೆಲ್ ಸೀಕ್, ಉಸಿರಾಟದ ತೊಂದರೆ, ತರೆ ಬೇನೆ. ಅಪರೂಪಗ್: ಪೊಟ್ಟೆಡ್ ತೀವ್ರ ಸೀಕ್, ಸಂಧಿ ಬೇನೆ.",ಈ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ ಅತ್ತಂಡ ಟೈಪ್ 1 ಮಧುಮೇಹ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಪೊಟ್ಟೆಡ್ ತೀವ್ರ ಸೀಕ್ ಬತ್ತೆರ್ಡ ಅತ್ತಂಡ ಸಂಧಿ ಬೇನೆ ಬತ್ತೆರ್ಡ ಮರ್ದ್ ನಿಲ್ಪಾದ್ ಬೇಗ್ ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ.,May slightly raise levels of digoxin (a heart medicine) — your doctor may want to monitor this. Combining with insulin or sulfonylurea diabetes drugs raises the risk of blood sugar dropping too low. No major interactions through liver enzyme pathways. (Source: FDA label; RxNav),FDA DailyMed; DrugBank DB01261 — ತುಳು,tulu
empagliflozin,Empagliflozin,type_2_diabetes,ಎಂಪಾಗ್ಲಿಫ್ಲೋಝಿನ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,SGLT-2 ಇನ್ಹಿಬಿಟರ್,ಎಂಪಾಗ್ಲಿಫ್ಲೋಝಿನ್,ಈ ಮರ್ದ್ ಉಚ್ಚೆದ ಮೂಲಕ ಜಾಸ್ತಿ ಸಕ್ಕರೆನ್ ಪಿದಯಿ ದಾಂಟಾವುಂಡು. ಹಾರ್ಟ್ (ಎದೆ) ಬೊಕ್ಕ ಕಿಡ್ನಿ ರಕ್ಷಣೆಗ್ ಉಂದು ಬಾರೀ ಎಡ್ಡೆ.,"ಉಚ್ಚೆದ ಜಾಗೊಡ್ ಇನ್ಫೆಕ್ಷನ್, ಉಚ್ಚೆ ಜಾಸ್ತಿ ಬಪ್ಪುನು, ಕಕ್ಕುನಾ (ವಾಂತಿ), ಬಿಪಿ ಕಮ್ಮಿ ಆಪುನು.","ತೀವ್ರ ಕಿಡ್ನಿ ತೊಂದರೆ ಉಪ್ಪುನಕ್ಲೆಗ್, ಡಯಾಲಿಸಿಸ್ ರೋಗಿಲೆಗ್ ಬೊಕ್ಕ ಮರ್ದ್ ಅಲರ್ಜಿ ಉಪ್ಪುನಕ್ಲೆಗ್ ದೆತೊನರೆ ಬಲ್ಲಿ.",ಆಪರೇಷನ್‌ಗ್ ದುಂಬು ಮರ್ದ್ ಉಂತಾವೊಡು. ಖಾಸಗಿ ಜಾಗೊಡ್ ತೀವ್ರ ಸೀಕ್ ಅತ್ತಂಡ ಊತ ಬತ್ತೆರ್ಡ ಬೇಗ್ ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ.,Combining with insulin or other insulin-boosting diabetes drugs raises the risk of blood sugar dropping too low — your dose may need adjusting. Water pills (diuretics) combined with this can increase dehydration and low blood pressure risk. The antibiotic rifampin and similar drugs may make it work less well. (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB09038 — ತುಳು,tulu
pioglitazone,Pioglitazone,type_2_diabetes,ಪಿಯೋಗ್ಲಿಟಾಝೋನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ಥಿಯಾಝೋಲಿಡಿನೆಡಿಯೋನ್,ಪಿಯೋಗ್ಲಿಟಾಝೋನ್ ಹೈಡ್ರೋಕ್ಲೋರೈಡ್,ಈ ಮರ್ದ್ ಮೈ ಇನ್ಸುಲಿನ್‌ನ್ ಸರಿ ಉಪಯೊಗ ಮಲ್ಪೆರೆ ಸಾಯ ಮಲ್ತ್‌ದ್ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶನ್ ಕಮ್ಮಿ ಮಲ್ಪುಂಡು.,"ತೂಕ ಜಾಸ್ತಿ ಆಪುನು, ಕಾರ್ ಊತ, ಉಸಿರಾಟದ ತೊಂದರೆ, ತರೆ ಬೇನೆ. ತೀವ್ರ: ಹಾರ್ಟ್ ತೊಂದರೆ ಜಾಸ್ತಿ ಆಪುನು, ಎಲು ಮುರ್ಕುನು.",ಹಾರ್ಟ್ ಫೇಲ್ಯೂರ್ (ಎದೆ ವೈಫಲ್ಯ) ಬೊಕ್ಕ ಬ್ಲಾಡರ್ ಕ್ಯಾನ್ಸರ್ ಇತಿಹಾಸ ಉಂಡೆರ್ಡ ಈ ಮರ್ದ್ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಮೈಡ್ ನೀರ್ ಜಾಸ್ತಿ ಆದ್ ಕಾರ್ ಊತ ಬತ್ತೆರ್ಡ ಡಾಕ್ಟರ್‌ನ್ ಪೋದು ತಿಕ್ಕುಲೆ. ಪಿರಯದ ಪೊಂಜೊಲೆಗ್ ಎಲು ಮುರ್ಕುನ ಅಪಾಯ ಉಂಡು.,Gemfibrozil (a cholesterol medicine) significantly raises pioglitazone levels — the dose is usually limited to 15 mg/day if combined. The antibiotic rifampin makes it less effective. Combining with insulin raises the risk of fluid retention and heart failure. (Source: FDA label; DrugBank),FDA DailyMed; DrugBank DB01138 — ತುಳು,tulu
insulin-glargine,Insulin Glargine,type_2_diabetes,ಇನ್ಸುಲಿನ್ ಗ್ಲಾರ್ಜಿನ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,ದೀರ್ಘಕಾಲ ಕ್ರಿಯಾಶೀಲ ಬೇಸಲ್ ಇನ್ಸುಲಿನ್,ಇನ್ಸುಲಿನ್ ಗ್ಲಾರ್ಜಿನ್,ಉಂದು 24 ಗಂಟೆ ಕೆಲಸ ಮಲ್ಪುನ ಇನ್ಸುಲಿನ್ ಸೂಜಿ. ದಿನಕ್ಕ್ ಒಂಜಿ ಸರ್ತಿ ಚರ್ಮದ ತಿರ್ತ್ ಚುಚ್ಚಿ ದೆತೊನುವೆರ್.,"ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನು, ಸೂಜಿ ಚುಚ್ಚಿನ ಜಾಗೊಡ್ ಸೀಕ್, ಕೆಂಪು ಆಪುನು, ಊತ, ತೂಕ ಜಾಸ್ತಿ ಆಪುನು.",ಇನ್ಸುಲಿನ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ. ಸಕ್ಕರೆ ಕಮ್ಮಿ ಉಪ್ಪುನ ಪೊರ್ತುಡು ಚುಚ್ಚೆರೆ ಬಲ್ಲಿ.,ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶ ಬಾರೀ ಕಮ್ಮಿ ಆಪುನು ಅಪಾಯಕಾರಿ. ಡೋಸ್ ಬದಲಾವಣೆನ್ ಡಾಕ್ಟರ್‌ನ್ ಕೇನ್ದ್ ಮಾತ್ರ ಮಲ್ಪೊಡು.,"Beta-blockers (heart/BP medicines) can hide the warning signs of low blood sugar and slow recovery from it. Certain blood pressure medicines, aspirin-type drugs, and some antidepressants can make insulin work more strongly, raising the risk of blood sugar dropping too low. Steroids, water pills, and some psychiatric medicines work against it, raising blood sugar. (Source: FDA label; RxNav)",FDA DailyMed; DrugBank DB01309 — ತುಳು,tulu
dapagliflozin,Dapagliflozin,type_2_diabetes,ಡಾಪಾಗ್ಲಿಫ್ಲೋಝಿನ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,SGLT-2 ಇನ್ಹಿಬಿಟರ್,ಡಾಪಾಗ್ಲಿಫ್ಲೋಝಿನ್,"ಈ ಮರ್ದ್ ಉಚ್ಚೆದ ಮೂಲಕ ಸಕ್ಕರೆನ್ ಪಿದಯಿ ಕಡಪುಡುಂಡು. ಶುಗರ್, ಹಾರ್ಟ್ ತೊಂದರೆ ಬೊಕ್ಕ ಕಿಡ್ನಿ ರೋಗೊಗ್ ಉಂದು ಬಾರೀ ಎಡ್ಡೆ.","ಉಚ್ಚೆದ ಜಾಗೊಡ್ ಸೋಂಕು, ಬೆರಿ ಬೇನೆ, ಉಚ್ಚೆ ಜಾಸ್ತಿ ಬಪ್ಪುನು, ಕಕ್ಕುನಾ (ವಾಂತಿ).","ತೀವ್ರ ಕಿಡ್ನಿ ತೊಂದರೆ ಉಂಡೆರ್ಡ, ಡಯಾಲಿಸಿಸ್ ಆಪಿನಕ್ಲೆಗ್ ಬೊಕ್ಕ ಮರ್ದ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ.",ಆಪರೇಷನ್‌ಗ್ ದುಂಬು ಮರ್ದ್ ಉಂತಾವೊಡು. ನೀರ್ ಕಮ್ಮಿ ಆದ್ ಬಿಪಿ ಕಮ್ಮಿ ಆಪಂದಿಲೆಕ್ಕ ಜಾಗ್ರತೆ ಮಲ್ಪೊಡು.,"Combining with insulin or sulfonylurea diabetes drugs raises the risk of blood sugar dropping too low. Water pills combined with this can worsen dehydration. Certain other medicines (like mefenamic acid, a painkiller) may raise dapagliflozin levels. (Source: FDA label; DrugBank)",FDA DailyMed; DrugBank DB06292 — ತುಳು,tulu
vildagliptin,Vildagliptin,type_2_diabetes,ವಿಲ್ಡಾಗ್ಲಿಪ್ಟಿನ್,ಟೈಪ್ 2 ಸಕ್ಕರೆ ಕಾಯಿಲೆ,DPP-4 ಇನ್ಹಿಬಿಟರ್,ವಿಲ್ಡಾಗ್ಲಿಪ್ಟಿನ್,ಈ ಮರ್ದ್ ಮೈಡ್ ಇನ್ಸುಲಿನ್ ಜಾಸ್ತಿ ತಯಾರ್ ಆಪುನಂಚೆ ಮಲ್ತ್‌ದ್ ನೆತ್ತೆರ್ದ ಸಕ್ಕರೆ ಅಂಶನ್ ಕಂಟ್ರೋಲ್ ಮಲ್ಪುಂಡು.,"ಮೂಂಕು ಕಟ್ಟುನು, ತರೆ ಬೇನೆ, ತಲೆ ತಿರ್ಗುನು, ಕಾರ್ ಊತ, ಕಕ್ಕುನಾ (ವಾಂತಿ).",ಕರಲ್ (ಲಿವರ್) ತೊಂದರೆ ಉಂಡೆರ್ಡ ಬೊಕ್ಕ ಈ ಮರ್ದ್ಗ್ ಅಲರ್ಜಿ ಉಂಡೆರ್ಡ ದೆತೊನರೆ ಬಲ್ಲಿ.,ಮರ್ದ್ ಶುರು ಮಲ್ಪುನ ದುಂಬು ಕರಲ್ (ಲಿವರ್) ತಪಾಸಣೆ ಮಲ್ಪಾವೊಡು.,Combining with insulin or sulfonylurea diabetes drugs may need a lower dose of those drugs to avoid blood sugar dropping too low. ACE inhibitor blood-pressure medicines have been linked to a higher risk of swelling reactions (angioedema) when combined. No major liver-enzyme-based drug interactions. (Source: DrugBank; EMA label),FDA DailyMed; DrugBank DB04868 — ತುಳು,tulu
